Sample Index, EXG Channel 0
9384,-5840.0
9393,-6271.0
9401,-6512.0
9413,-6083.0
9421,-6856.0
9434,-7027.0
9442,-7078.0
9454,-6943.0
9462,-6896.0
9475,-7009.0
9483,-6992.0
9491,-7075.0
9503,-6824.0
9511,-6475.0
9524,-7086.0
9532,-6839.0
9544,-7054.0
9552,-6835.0
9564,-6888.0
9573,-7083.0
9581,-6952.0
9593,-7075.0
9601,-6788.0
9614,-6867.0
9622,-7332.0
9634,-6931.0
9643,-7450.0
9655,-7065.0
9663,-6674.0
9671,-6879.0
9684,-6934.0
9692,-7295.0
9704,-6760.0
9712,-6657.0
9724,-6958.0
9732,-7089.0
9744,-7190.0
9753,-6891.0
9761,-6634.0
9774,-7229.0
9782,-6618.0
9794,-7177.0
9802,-6892.0
9814,-6709.0
9823,-7074.0
9831,-6957.0
9844,-7270.0
9852,-7069.0
9864,-6514.0
9872,-7153.0
9884,-6904.0
9892,-6703.0
9905,-6992.0
9913,-6741.0
9921,-7270.0
9933,-7177.0
9942,-6804.0
9954,-7179.0
9962,-6784.0
9974,-7221.0
9983,-6472.0
9994,-6793.0
10003,-7044.0
10011,-6755.0
10023,-6824.0
10031,-6759.0
10044,-7020.0
10052,-6967.0
10064,-6604.0
10072,-6917.0
10085,-6478.0
10093,-6523.0
10105,-6778.0
10113,-6477.0
10125,-7114.0
10134,-6633.0
10142,-6886.0
10155,-6883.0
10163,-6984.0
10175,-6915.0
10183,-6860.0
10195,-7143.0
10203,-7002.0
10216,-6733.0
10224,-7204.0
10232,-6747.0
10245,-7296.0
10253,-6987.0
10265,-6970.0
10273,-6851.0
10285,-6378.0
10294,-6875.0
10302,-6486.0
10314,-6819.0
10322,-7324.0
10334,-6913.0
10343,-7182.0
10355,-7079.0
10363,-6950.0
10376,-7627.0
10384,-6926.0
10392,-6933.0
10404,-6584.0
10412,-6745.0
10425,-7642.0
10433,-7063.0
10446,-6954.0
10454,-7305.0
10465,-7090.0
10474,-6879.0
10482,-7168.0
10494,-6383.0
10502,-6844.0
10515,-6943.0
10523,-7496.0
10536,-6745.0
10544,-7194.0
10556,-7053.0
10564,-6688.0
10572,-7429.0
10584,-6932.0
10592,-6873.0
10605,-7200.0
10613,-6695.0
10625,-7200.0
10633,-6877.0
10642,-7004.0
10654,-7395.0
10662,-6900.0
10675,-6917.0
10683,-7038.0
10695,-6917.0
10703,-7046.0
10716,-6823.0
10724,-6952.0
10736,-7209.0
10744,-6720.0
10800,-7387.0
10800,-6968.0
10800,-7197.0
10800,-6834.0
10801,-6707.0
10806,-7094.0
10814,-6349.0
10826,-7048.0
10834,-6727.0
10846,-7038.0
10855,-7091.0
10863,-7116.0
10875,-7185.0
10884,-6730.0
10896,-6601.0
10904,-6948.0
10916,-6941.0
10924,-6874.0
10936,-7097.0
10945,-7094.0
10953,-7123.0
10965,-6640.0
10974,-7097.0
10986,-6956.0
10994,-7121.0
11006,-6988.0
11015,-6815.0
11027,-7764.0
11035,-6855.0
11043,-6794.0
11055,-7249.0
11063,-6796.0
11076,-7273.0
11085,-6430.0
11097,-6557.0
11105,-6894.0
11113,-6397.0
11126,-7468.0
11134,-6655.0
11146,-6716.0
11154,-7001.0
11166,-6478.0
11174,-7145.0
11187,-6906.0
11195,-6931.0
11203,-6882.0
11215,-6455.0
11224,-6758.0
11236,-7005.0
11244,-6628.0
11256,-6733.0
11264,-6604.0
11277,-7105.0
11285,-7020.0
11293,-6903.0
11305,-6964.0
11314,-6889.0
11326,-6952.0
11334,-6969.0
11346,-6950.0
11355,-6563.0
11367,-6632.0
11375,-7133.0
11384,-6866.0
11396,-6977.0
11408,-6892.0
11416,-6265.0
11424,-6952.0
11437,-6643.0
11445,-6660.0
11457,-6409.0
11466,-6988.0
11478,-6909.0
11486,-6652.0
11498,-6553.0
11507,-7058.0
11515,-6791.0
11526,-7132.0
11534,-6749.0
11546,-7252.0
11555,-7023.0
11567,-7108.0
11575,-7039.0
11584,-7094.0
11596,-6589.0
11604,-6686.0
11617,-6613.0
11625,-7094.0
11637,-7161.0
11645,-6666.0
11658,-7209.0
11666,-6508.0
11674,-7017.0
11686,-6990.0
11695,-6719.0
11707,-7012.0
11715,-7005.0
11727,-7094.0
11736,-6801.0
11748,-6546.0
11756,-7111.0
11764,-6550.0
11777,-6733.0
11785,-6790.0
11797,-7125.0
11805,-7350.0
11818,-6415.0
11826,-6636.0
11838,-6837.0
11846,-6918.0
11855,-7249.0
11867,-6992.0
11875,-6809.0
11887,-7074.0
11896,-6689.0
11908,-7018.0
11916,-6935.0
11924,-7062.0
11937,-6977.0
11945,-6744.0
11957,-7449.0
11965,-6798.0
11977,-7381.0
11986,-6956.0
11998,-6825.0
12006,-7154.0
12014,-6719.0
12027,-7058.0
12035,-6757.0
12047,-6296.0
12055,-7013.0
12068,-6640.0
12076,-6877.0
12088,-6926.0
12096,-6639.0
12108,-6740.0
12117,-6705.0
12129,-6820.0
12137,-6785.0
12145,-6262.0
12158,-6727.0
12166,-6726.0
12178,-6903.0
12186,-6710.0
12198,-6371.0
12207,-7052.0
12219,-6425.0
12227,-6668.0
12235,-6411.0
12248,-6276.0
12256,-6779.0
12268,-6648.0
12276,-6795.0
12289,-6758.0
12297,-6245.0
12309,-6684.0
12317,-6425.0
12326,-6466.0
12338,-6407.0
12346,-6268.0
12358,-6653.0
12366,-6422.0
12378,-6443.0
12387,-6770.0
12395,-6375.0
12407,-6800.0
12416,-6513.0
12428,-6960.0
12436,-7027.0
12448,-6564.0
12457,-6791.0
12469,-6076.0
12477,-6419.0
12485,-6764.0
12498,-6009.0
12506,-6794.0
12518,-6071.0
12526,-6654.0
12538,-6807.0
12547,-6654.0
12559,-6925.0
12567,-6826.0
12575,-6915.0
12588,-6502.0
12596,-6363.0
12608,-6588.0
12616,-6495.0
12629,-6752.0
12637,-6547.0
12649,-6398.0
12657,-6843.0
12666,-6594.0
12678,-6745.0
12686,-6592.0
12698,-6921.0
12706,-6694.0
12719,-6235.0
12727,-6710.0
12735,-6395.0
12747,-6482.0
12756,-6731.0
12768,-6342.0
12780,-6221.0
12788,-6530.0
12797,-6437.0
12809,-7010.0
12817,-6495.0
12829,-6626.0
12838,-6779.0
12850,-6350.0
12858,-7093.0
12866,-6838.0
12879,-6951.0
12887,-6892.0
12899,-6535.0
12907,-6950.0
12919,-6509.0
12928,-7082.0
12940,-6909.0
12948,-6372.0
12956,-6931.0
12969,-6556.0
12977,-6421.0
12989,-7060.0
12997,-6407.0
13010,-7024.0
13018,-6923.0
13030,-7050.0
13038,-6497.0
13046,-6672.0
13059,-6923.0
13067,-6732.0
13079,-6913.0
13087,-7006.0
13100,-6661.0
13108,-7128.0
13120,-6855.0
13129,-7222.0
13137,-6837.0
13149,-6878.0
13157,-7293.0
13169,-7142.0
13177,-6545.0
13189,-7010.0
13198,-6873.0
13206,-7054.0
13218,-6881.0
13226,-6780.0
13239,-6909.0
13247,-7044.0
13259,-7657.0
13267,-7088.0
13280,-6793.0
13288,-7062.0
13296,-6715.0
13308,-7530.0
13317,-7233.0
13329,-7582.0
13337,-7673.0
13349,-7042.0
13357,-7253.0
13370,-7116.0
13378,-7399.0
13386,-6994.0
13398,-7153.0
13407,-7578.0
13419,-6967.0
13427,-7268.0
13439,-7391.0
13447,-6724.0
13460,-7439.0
13468,-7534.0
13480,-6935.0
13488,-7120.0
13501,-6815.0
13509,-7484.0
13517,-7177.0
13529,-7282.0
13538,-7147.0
13550,-6888.0
13558,-7095.0
13570,-7186.0
13579,-7147.0
13591,-7320.0
13599,-6881.0
13607,-7656.0
13620,-6849.0
13628,-7010.0
13640,-7071.0
13648,-6960.0
13660,-7385.0
13668,-6974.0
13677,-6977.0
13689,-7314.0
13697,-6787.0
13709,-7398.0
13717,-7567.0
13730,-7344.0
13739,-7405.0
13751,-7072.0
13759,-7173.0
13767,-7102.0
13780,-7005.0
13788,-7310.0
13800,-7073.0
13808,-7396.0
13821,-7021.0
13829,-7032.0
13841,-7657.0
13849,-7260.0
13857,-7523.0
13870,-7512.0
13878,-7277.0
13890,-7384.0
13898,-7299.0
13911,-7264.0
13919,-7297.0
13931,-6918.0
13939,-7395.0
13948,-7166.0
13960,-7595.0
13968,-7394.0
13980,-7299.0
13989,-7854.0
14001,-7361.0
14009,-7510.0
14017,-7289.0
14029,-7142.0
14037,-7395.0
14050,-7002.0
14058,-7173.0
14070,-7152.0
14078,-7201.0
14091,-7018.0
14099,-7457.0
14107,-7470.0
14119,-7317.0
14128,-7058.0
14140,-7573.0
14148,-6592.0
14160,-7083.0
14168,-7046.0
14181,-6979.0
14189,-7122.0
14201,-7115.0
14209,-7178.0
14222,-7237.0
14230,-7048.0
14238,-6841.0
14250,-6526.0
14258,-6915.0
14270,-6878.0
14279,-6837.0
14291,-7238.0
14299,-7123.0
14311,-7230.0
14320,-6987.0
14328,-6684.0
14341,-7009.0
14349,-7072.0
14361,-7299.0
14369,-7146.0
14381,-7299.0
14390,-7252.0
14402,-6925.0
14410,-6912.0
14418,-7067.0
14431,-6692.0
14439,-7413.0
14451,-7050.0
14459,-7027.0
14472,-7110.0
14480,-6863.0
14488,-7016.0
14500,-6513.0
14509,-6760.0
14521,-6759.0
14529,-6962.0
14541,-7257.0
14549,-6844.0
14562,-7155.0
14570,-7102.0
14578,-6683.0
14590,-6806.0
14598,-6881.0
14611,-7340.0
14619,-7001.0
14631,-7076.0
14640,-7165.0
14652,-7010.0
14660,-7387.0
14668,-6720.0
14681,-6857.0
14689,-7440.0
14701,-6927.0
14709,-7100.0
14721,-6547.0
14730,-6474.0
14742,-6933.0
14750,-6492.0
14758,-7245.0
14771,-6566.0
14779,-6751.0
14791,-7114.0
14799,-6709.0
14811,-6988.0
14820,-6569.0
14832,-6634.0
14840,-6999.0
14852,-6772.0
14860,-7013.0
14872,-6912.0
14881,-6415.0
14889,-6858.0
14902,-6425.0
14910,-6756.0
14922,-7013.0
14930,-6538.0
14943,-6855.0
14951,-6706.0
14959,-6753.0
14971,-6844.0
14980,-6519.0
14992,-7102.0
15000,-6731.0
15012,-6792.0
15020,-6397.0
15033,-6756.0
15041,-6579.0
15049,-6294.0
15061,-6591.0
15069,-6666.0
15082,-6643.0
15090,-6612.0
15102,-6331.0
15110,-6886.0
15122,-6233.0
15130,-6416.0
15139,-7187.0
15151,-6342.0
15159,-6543.0
15171,-6244.0
15180,-6521.0
15193,-6842.0
15201,-6811.0
15213,-6528.0
15221,-6739.0
15229,-6170.0
15242,-6875.0
15250,-6206.0
15262,-6975.0
15270,-6622.0
15283,-6415.0
15291,-6754.0
15299,-6295.0
15311,-6886.0
15320,-6853.0
15332,-6038.0
15340,-6993.0
15352,-6210.0
15361,-6315.0
15373,-6490.0
15381,-6095.0
15389,-6790.0
15401,-6289.0
15409,-6304.0
15421,-6643.0
15429,-6646.0
15442,-6915.0
15450,-6358.0
15463,-6279.0
15471,-6474.0
15479,-6017.0
15492,-6250.0
15504,-6113.0
15512,-5890.0
15520,-6211.0
15533,-5910.0
15541,-6445.0
15553,-5888.0
15561,-6619.0
15573,-6288.0
15581,-5799.0
15594,-6602.0
15602,-5833.0
15610,-6252.0
15622,-6215.0
15630,-6108.0
15642,-6631.0
15651,-5744.0
15663,-6709.0
15671,-6614.0
15683,-6297.0
15691,-6270.0
15700,-6537.0
15713,-6720.0
15721,-6495.0
15733,-5782.0
15741,-6691.0
15753,-6008.0
15761,-6345.0
15769,-6206.0
15782,-6037.0
15790,-6526.0
15803,-6379.0
15811,-6270.0
15823,-6657.0
15831,-5722.0
15844,-5943.0
15852,-6070.0
15861,-6069.0
15872,-5890.0
15881,-5865.0
15893,-6254.0
15901,-5475.0
15913,-5650.0
15921,-5859.0
15934,-5492.0
15942,-6319.0
15950,-5802.0
15962,-5681.0
15971,-6110.0
15983,-5601.0
15991,-6328.0
16004,-5815.0
16012,-5670.0
16023,-6245.0
16032,-5768.0
16040,-6217.0
16052,-6088.0
16060,-5905.0
16073,-6202.0
16081,-5509.0
16094,-6048.0
16102,-5813.0
16110,-5972.0
16122,-5923.0
16130,-5532.0
16143,-6529.0
16151,-6030.0
16163,-5877.0
16171,-5872.0
16183,-5565.0
16191,-5786.0
16204,-5945.0
16212,-6008.0
16225,-5861.0
16233,-5648.0
16241,-5971.0
16253,-5702.0
16261,-5989.0
16274,-6382.0
16282,-5763.0
16294,-6258.0
16303,-5931.0
16315,-5878.0
16323,-5941.0
16331,-5854.0
16344,-6107.0
16352,-5766.0
16364,-5731.0
16372,-6070.0
16384,-5569.0
16392,-6096.0
16404,-5845.0
16413,-5866.0
16421,-5707.0
16433,-5376.0
16441,-5787.0
16454,-5654.0
16462,-5897.0
16474,-5850.0
16482,-5521.0
16495,-5824.0
16503,-5437.0
16511,-5466.0
16523,-5823.0
16531,-5410.0
16543,-5737.0
16552,-5398.0
16564,-5385.0
16572,-5888.0
16581,-5389.0
16594,-6114.0
16602,-5305.0
16614,-5326.0
16622,-5575.0
16634,-5422.0
16643,-5805.0
16655,-5824.0
16663,-5439.0
16671,-5538.0
16683,-5245.0
16691,-5770.0
16704,-5621.0
16712,-5498.0
16724,-5665.0
16732,-5262.0
16744,-5555.0
16753,-5646.0
16760,-5467.0
16773,-5576.0
16782,-5519.0
16794,-5986.0
16803,-5663.0
16814,-5398.0
16823,-5439.0
16835,-5544.0
16843,-5753.0
16855,-5336.0
16864,-5487.0
16876,-5748.0
16884,-5635.0
16892,-5876.0
16904,-5453.0
16912,-5776.0
16925,-5643.0
16933,-5188.0
16945,-5761.0
16954,-5348.0
16966,-5351.0
16974,-5668.0
16983,-5091.0
16995,-6146.0
17003,-5343.0
17014,-5534.0
17023,-5629.0
17035,-5142.0
17043,-5817.0
17051,-5578.0
17064,-5041.0
17072,-5548.0
17085,-5519.0
17093,-5644.0
17105,-5545.0
17113,-5458.0
17125,-5435.0
17134,-5086.0
17142,-5505.0
17154,-5354.0
17162,-5163.0
17175,-5198.0
17183,-5089.0
17195,-5472.0
17203,-5267.0
17216,-5184.0
17224,-5325.0
17232,-5166.0
17244,-5045.0
17253,-5094.0
17265,-5161.0
17273,-5424.0
17285,-5011.0
17293,-5728.0
17306,-5273.0
17314,-5118.0
17322,-5467.0
17334,-5446.0
17343,-5439.0
17355,-5062.0
17363,-5343.0
17375,-5304.0
17384,-4849.0
17392,-4976.0
17404,-5159.0
17412,-5204.0
17425,-5457.0
17433,-5392.0
17445,-5521.0
17453,-4996.0
17466,-5409.0
17474,-5328.0
17482,-5375.0
17495,-5620.0
17503,-5199.0
17515,-4964.0
17523,-5421.0
17535,-4892.0
17544,-5423.0
17555,-5400.0
17564,-5263.0
17576,-5570.0
17584,-5219.0
17597,-5446.0
17605,-5827.0
17613,-4846.0
17626,-5259.0
17634,-5426.0
17646,-5567.0
17654,-5216.0
17666,-4711.0
17674,-5344.0
17687,-5211.0
17694,-5190.0
17703,-5387.0
17715,-5080.0
17723,-5491.0
17735,-5080.0
17744,-5901.0
17756,-5154.0
17765,-5065.0
17777,-5508.0
17784,-4939.0
17793,-5348.0
17805,-5241.0
17814,-5172.0
17826,-5431.0
17834,-5198.0
17846,-5483.0
17855,-5648.0
17863,-5321.0
17875,-5400.0
17883,-5143.0
17895,-5446.0
17903,-5417.0
17915,-5252.0
17924,-5255.0
17937,-4964.0
17945,-5433.0
17953,-5182.0
17965,-5281.0
17974,-5534.0
17986,-5109.0
17994,-5456.0
18006,-5715.0
18015,-4950.0
18027,-5645.0
18035,-5334.0
18043,-5365.0
18056,-5402.0
18064,-5171.0
18077,-5816.0
18084,-5309.0
18096,-5480.0
18104,-5379.0
18116,-5408.0
18124,-5599.0
18133,-5354.0
18145,-5339.0
18153,-5590.0
18166,-5577.0
18174,-5528.0
18186,-4939.0
18194,-5648.0
18206,-5133.0
18215,-5300.0
18228,-5891.0
18236,-5600.0
18248,-5225.0
18256,-5260.0
18265,-5165.0
18277,-5424.0
18285,-5035.0
18297,-5332.0
18306,-5439.0
18318,-5038.0
18326,-5589.0
18334,-5332.0
18346,-5577.0
18354,-5630.0
18367,-5301.0
18375,-5542.0
18387,-5483.0
18396,-5126.0
18408,-4909.0
18416,-5278.0
18424,-5753.0
18436,-5462.0
18445,-5409.0
18457,-5080.0
18465,-5139.0
18477,-5586.0
18486,-5223.0
18498,-5290.0
18506,-5163.0
18514,-4968.0
18526,-5103.0
18534,-5106.0
18546,-5465.0
18555,-5144.0
18567,-5491.0
18575,-5274.0
18588,-5041.0
18596,-5454.0
18604,-5305.0
18616,-4746.0
18625,-5593.0
18637,-5398.0
18645,-5535.0
18658,-5338.0
18666,-5139.0
18674,-5532.0
18686,-5113.0
18694,-5590.0
18707,-5457.0
18715,-5134.0
18727,-5353.0
18735,-5464.0
18748,-5487.0
18756,-5586.0
18764,-4961.0
18776,-5652.0
18785,-5585.0
18797,-5736.0
18805,-5395.0
18817,-5264.0
18826,-5709.0
18838,-5758.0
18846,-5327.0
18854,-5074.0
18866,-4957.0
18875,-5612.0
18887,-5327.0
18896,-5172.0
18907,-5233.0
18916,-5280.0
18928,-5601.0
18936,-5286.0
18948,-5089.0
18957,-5282.0
18969,-4933.0
18977,-5646.0
18985,-5347.0
18997,-5432.0
19006,-5765.0
19017,-5526.0
19026,-5533.0
19038,-5794.0
19047,-5265.0
19059,-5286.0
19067,-5225.0
19075,-5568.0
19087,-4997.0
19095,-5402.0
19107,-5443.0
19116,-5072.0
19128,-5303.0
19136,-5406.0
19145,-5265.0
19157,-5514.0
19165,-5177.0
19178,-5730.0
19186,-5361.0
19198,-5472.0
19206,-5479.0
19218,-5554.0
19227,-5739.0
19235,-5576.0
19247,-5447.0
19255,-5774.0
19267,-5263.0
19275,-5864.0
19288,-5593.0
19296,-5832.0
19309,-5599.0
19317,-5572.0
19325,-6057.0
19337,-5710.0
19346,-5829.0
19358,-5884.0
19366,-5591.0
19378,-5922.0
19387,-5911.0
19399,-5542.0
19407,-5979.0
19415,-5458.0
19428,-6097.0
19436,-5664.0
19447,-6125.0
19456,-5666.0
19468,-5679.0
19476,-6152.0
19484,-5815.0
19497,-5696.0
19505,-5929.0
19517,-5538.0
19526,-6063.0
19538,-5710.0
19546,-5765.0
19558,-5742.0
19567,-5545.0
19575,-6034.0
19587,-6329.0
19599,-6042.0
19607,-5985.0
19616,-5674.0
19628,-5965.0
19636,-5934.0
19648,-5701.0
19657,-5832.0
19669,-5587.0
19677,-6008.0
19689,-5839.0
19698,-6022.0
19706,-5953.0
19718,-5312.0
19726,-6085.0
19739,-5594.0
19747,-5631.0
19759,-5676.0
19767,-5959.0
19780,-6070.0
19789,-5709.0
19795,-5364.0
19809,-5761.0
19817,-5444.0
19829,-5893.0
19837,-5516.0
19850,-5697.0
19858,-6074.0
19870,-5375.0
19878,-5704.0
19886,-5609.0
19898,-5732.0
19906,-5767.0
19918,-5106.0
19927,-6095.0
19939,-5704.0
19947,-5291.0
19955,-5944.0
19968,-5535.0
19976,-5858.0
19988,-5909.0
19996,-5548.0
20008,-5721.0
20017,-5428.0
20030,-5871.0
20038,-5754.0
20046,-5393.0
20058,-6142.0
20067,-5439.0
20079,-5700.0
20087,-5801.0
20099,-5590.0
20108,-5707.0
20120,-5806.0
20128,-5955.0
20136,-5772.0
20149,-5581.0
20157,-5960.0
20169,-5127.0
20177,-6288.0
20189,-6041.0
20198,-5370.0
20210,-5593.0
20218,-5458.0
20226,-5685.0
20239,-5490.0
20251,-5649.0
20259,-6118.0
20268,-5555.0
20280,-5792.0
20288,-5747.0
20300,-5784.0
20309,-5947.0
20320,-5794.0
20329,-5711.0
20341,-5826.0
20349,-5453.0
20357,-5766.0
20369,-5475.0
20377,-5512.0
20390,-5501.0
20398,-5346.0
20410,-5891.0
20419,-5696.0
20427,-5763.0
20439,-6048.0
20447,-5407.0
20460,-5634.0
20468,-5375.0
20480,-5470.0
20488,-5497.0
20500,-5010.0
20509,-5811.0
20517,-5592.0
20529,-5777.0
20537,-5476.0
20550,-5493.0
20558,-5758.0
20570,-5643.0
20578,-5722.0
20591,-5499.0
20599,-5516.0
20607,-6079.0
20619,-5602.0
20627,-5755.0
20640,-5576.0
20648,-5367.0
20660,-6066.0
20668,-5109.0
20680,-5392.0
20689,-5031.0
20698,-4822.0
20710,-5441.0
20718,-5176.0
20730,-5367.0
20738,-5494.0
20750,-4915.0
20759,-5222.0
20767,-5067.0
20779,-5244.0
20787,-5749.0
20800,-5092.0
20808,-5473.0
20820,-4824.0
20828,-5671.0
20841,-5444.0
20849,-5331.0
20857,-5260.0
20869,-5069.0
20877,-5550.0
20890,-5431.0
20898,-4962.0
20910,-5265.0
20918,-5460.0
20930,-5623.0
20939,-5692.0
20951,-5103.0
20959,-5818.0
20971,-5167.0
20980,-5132.0
20988,-4917.0
21000,-5050.0
21008,-5047.0
21021,-5064.0
21029,-4975.0
21041,-4904.0
21049,-4865.0
21061,-5248.0
21069,-5285.0
21078,-5312.0
21090,-5681.0
21099,-4960.0
21111,-5331.0
21119,-5150.0
21131,-4825.0
21140,-5020.0
21152,-5267.0
21160,-5384.0
21168,-4683.0
21180,-4786.0
21189,-5107.0
21201,-5016.0
21209,-5143.0
21221,-5010.0
21230,-5145.0
21238,-5266.0
21250,-5197.0
21258,-5370.0
21271,-4943.0
21279,-5272.0
21291,-5295.0
21299,-4492.0
21311,-5163.0
21320,-5124.0
21328,-5669.0
21340,-5194.0
21348,-4983.0
21361,-5054.0
21369,-4531.0
21381,-4700.0
21389,-5253.0
21401,-4938.0
21410,-5467.0
21418,-5094.0
21430,-4895.0
21438,-4958.0
21451,-4973.0
21459,-4886.0
21471,-4805.0
21479,-5048.0
21491,-4709.0
21500,-5002.0
21508,-4823.0
21520,-4920.0
21529,-4919.0
21540,-4518.0
21549,-4887.0
21561,-5256.0
21569,-4957.0
21577,-5114.0
21590,-4701.0
21598,-4808.0
21610,-5403.0
21623,-4676.0
21631,-5379.0
21639,-5354.0
21651,-4825.0
21660,-5552.0
21672,-4935.0
21680,-4798.0
21693,-5045.0
21701,-4844.0
21709,-4931.0
21721,-4856.0
21729,-4889.0
21742,-4812.0
21750,-4861.0
21762,-5172.0
21770,-4617.0
21783,-5242.0
21791,-4983.0
21799,-4712.0
21811,-4871.0
21820,-4868.0
21832,-4545.0
21840,-5042.0
21852,-5049.0
21861,-5288.0
21873,-4741.0
21881,-4818.0
21889,-4931.0
21901,-4750.0
21909,-5143.0
21922,-4808.0
21930,-4701.0
21942,-5136.0
21950,-4705.0
21962,-5122.0
21971,-4991.0
21979,-4800.0
21992,-5109.0
22000,-4708.0
22012,-5159.0
22021,-4724.0
22033,-4635.0
22041,-4816.0
22049,-4727.0
22061,-5104.0
22070,-4899.0
22082,-4734.0
22090,-4979.0
22102,-4932.0
22110,-5111.0
22123,-4882.0
22131,-4707.0
22139,-5006.0
22151,-4579.0
22160,-5032.0
22172,-4829.0
22180,-4742.0
22192,-4889.0
22200,-4996.0
22213,-4811.0
22221,-4394.0
22229,-4893.0
22242,-4728.0
22250,-4445.0
22262,-4866.0
22270,-4381.0
22282,-4736.0
22291,-4675.0
22303,-4808.0
22311,-4771.0
22323,-4600.0
22332,-5043.0
22344,-4954.0
22352,-4383.0
22360,-4772.0
22372,-4709.0
22381,-4468.0
22392,-4365.0
22401,-4640.0
22413,-4871.0
22422,-4470.0
22434,-4597.0
22442,-4852.0
22450,-4341.0
22463,-4744.0
22471,-4641.0
22483,-4018.0
22491,-4287.0
22503,-3976.0
22511,-4921.0
